1.4728,2.8254,-0.050653,0.70713,-0.37787,0.75761,0
1.0751,-0.19237,-0.24524,4.4464,0.14204,1.0816,1
0.46548,-0.29075,-0.50147,1.3355,5.9664,1.4207,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.28118,0.029672,4.9083,0.92907,-0.15595,0.76675,0
-0.0073456,-0.43489,-0.31221,1.6982,3.1677,1.3825,1
0.75511,0.082755,-0.36622,1.3308,1.3256,0.93739,0
0.051316,-0.27782,-0.45639,1.4054,4.6051,1.6157,1
0.60951,-0.0876,-0.45639,1.7549,2.9659,1.4986,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
1.1012,3.8561,-0.23098,-0.85955,-0.37787,-0.94572,0
0.70426,-0.37941,-0.45639,1.3889,3.9919,1.4306,1
-0.4199,-0.41711,0.62557,0.40333,-0.37787,1.1111,0
-0.056576,1.1665,1.8428,0.13919,-0.37787,0.69057,0
0.04548,-0.28396,-0.44831,2.0933,6.011,1.4401,1
1.5955,0.051562,-0.54655,2.0577,10.9,1.1896,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
2.3038,0.68923,-0.47826,-0.85955,-0.37787,-0.94572,1
0.48478,0.12807,-0.50147,1.5789,7.7507,1.474,1
0.062028,-0.42299,-0.36781,1.7697,4.2077,1.3514,1
0.44587,-0.22651,-0.42817,1.4314,3.3796,1.3909,1
0.23971,-0.28073,-0.29941,1.4694,3.7001,1.4669,1
1.4109,-0.27132,-0.48357,1.4512,2.3853,0.83766,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.080724,-0.33752,0.20108,1.1566,1.0541,1.5773,1
0.12872,-0.31542,-0.44225,1.6708,6.6371,1.2951,1
0.89942,3.4801,-0.45639,-0.85955,-0.37787,-0.94572,0
0.098748,-0.35961,-0.32114,-0.85955,-0.37787,-0.94572,0
0.28543,-0.36504,-0.44112,1.5719,12.324,1.0917,1
0.11701,-0.30068,-0.038751,-0.85955,-0.37787,-0.94572,1
0.33521,0.1668,0.40016,0.94932,0.68641,1.0288,0
0.8481,-0.4525,-0.50147,-0.85955,-0.37787,-0.94572,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.53491,0.34375,-0.41131,0.24974,1.6437,1.105,0
0.67025,0.12699,-0.32114,0.90671,2.0893,1.0654,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.23477,-0.24017,1.0313,0.73877,0.59857,0.91606,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.084535,-0.3953,-0.3265,1.5132,3.5315,1.5002,1
0.18429,0.64455,0.21984,1.5396,-0.37787,1.105,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.2202,-0.34633,0.21984,0.88645,-0.37787,0.79113,0
1.0442,0.20662,-0.14082,1.2451,0.56729,1.0562,0
-0.02234,-0.36181,-0.15409,1.3725,1.6499,1.6645,1
0.33081,-0.072071,-0.0055712,1.1308,0.77029,1.2302,1
-0.45395,-0.43481,0.31,1.3308,1.111,0.718,0
0.25737,-0.19826,-0.48619,1.2823,3.6915,1.4816,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.36621,-0.3773,0.44524,0.0079649,0.81979,1.3152,0
0.17874,-0.23108,-0.1846,1.1595,2.2701,1.1089,1
-0.030387,-0.21627,-0.41131,1.7972,5.1348,1.3713,1
2.4557,-0.44365,-0.41131,-0.85955,-0.37787,-0.94572,0
-0.029475,-0.42154,-0.36622,0.94173,-0.37787,1.626,0
0.032207,-0.33139,-0.19056,1.3725,1.6185,1.6361,1
0.20451,-0.30193,-0.31777,1.2832,1.3518,1.8745,1
-0.065554,-0.41711,-0.36622,-0.11524,-0.37787,0.75151,0
1.4304,-0.41711,-0.50147,-0.85955,-0.37787,-0.94572,0
0.092897,-0.32191,0.88073,0.22714,-0.040385,1.1086,1
6.0204,0.60651,-0.52714,9.0907,-0.17733,1.2854,1
-0.078935,-0.31979,1.4821,-0.85955,-0.37787,-0.94572,0
3.8907,1.0583,-0.46577,4.2962,2.0863,0.77239,1
-0.093671,-0.39499,-0.095734,-0.85955,-0.37787,-0.94572,0
0.071985,-0.38415,-0.32114,1.6661,2.7246,1.6208,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.38387,-0.37003,-0.27606,1.855,2.0244,1.2377,1
-0.41584,-0.44365,0.26492,-0.85955,-0.37787,-0.94572,0
-0.38859,-0.4525,-0.27606,1.8891,13.75,0.90906,1
0.47241,-0.31823,-0.45639,1.4001,3.5532,1.4179,1
-0.081252,-0.39317,-0.23322,1.1319,3.7514,1.237,1
-0.13457,-0.39885,-0.22699,1.2163,3.6854,1.1904,1
0.17875,-0.36671,0.30112,2.1154,0.61991,1.5768,1
-0.091009,-0.41544,-0.29522,0.85661,2.4517,1.3897,1
-0.18327,-0.43038,-0.14082,0.78645,1.1175,1.7479,0
4.8616,0.52906,-0.38929,4.6551,1.3204,1.0324,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
4.9175,0.58789,-0.54655,9.4561,-0.37787,0.67991,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.28947,-0.134,0.53541,1.7662,-0.37787,1.1812,0
0.071647,-0.2269,-0.1859,-0.85955,-0.37787,-0.94572,0
0.01575,-0.43038,-0.41131,0.015138,-0.37787,0.84902,0
-0.16159,-0.076495,0.084592,1.778,0.68049,0.977,0
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
0.72581,-0.25755,-0.41131,1.7868,3.6749,1.2801,1
0.95396,4.6125,-0.0055712,-0.85955,-0.37787,-0.94572,0
0.46228,-0.20878,-0.43333,1.436,3.355,1.3692,1
0.94403,-0.32988,-0.41131,1.5968,3.7059,1.3658,1
0.34113,2.7104,-0.36622,0.67337,0.45775,0.6601,0
0.99331,-0.22703,-0.52918,1.4551,13,0.99099,1
-0.083777,-0.4038,0.4301,2.1198,0.68087,1.4075,1
0.96306,-0.34127,-0.41131,1.5754,3.7034,1.3785,1
0.074762,-0.42572,-0.36622,1.0134,-0.37787,1.51,1
0.097732,0.034095,-0.14082,0.39953,-0.37787,1.0715,0
0.39205,-0.015401,-0.50147,1.5653,5.2983,1.6113,1
0.74705,-0.29723,-0.40856,1.0432,2.2358,1.2334,1
-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
